,score,awards,symbol,date
3185,1,0,SKYY,2020-12-18
12360,4,0,RARE,2020-12-18
14229,1,0,ULTA,2020-12-18
1208,14,0,GOOG,2020-12-18
3614,369,1,TSLA,2020-12-18
13983,2,0,TRUE,2020-12-18
8550,12,0,GOLD,2020-12-18
4842,12,0,ATVI,2020-12-18
7497,15,0,FAST,2020-12-18
1014,3,0,FTNT,2020-12-18
12318,4,0,QYLD,2020-12-18
8602,26,0,GOOD,2020-12-18
5108,14,0,BBC,2020-12-18
8658,19,0,GOOG,2020-12-18
12263,83,1,QQQ,2020-12-18
3664,1,0,TTWO,2020-12-18
7402,2,0,EYES,2020-12-18
1258,8,0,GOOGL,2020-12-18
7385,1,0,EXPE,2020-12-18
8710,23,0,GOOGL,2020-12-18
1169,6,0,GOOD,2020-12-18
12746,11,0,SALE,2020-12-18
8330,4,0,GAME,2020-12-18
3242,1,0,SPLK,2020-12-18
3426,4,0,TECH,2020-12-18
12651,1,0,RP,2020-12-18
4944,38,0,AWAY,2020-12-18
12569,-10,0,ROCK,2020-12-18
3400,1,0,TAX,2020-12-18
7819,22,0,FLAT,2020-12-18
8025,1,0,FOXF,2020-12-18
4923,2,0,AVGO,2020-12-18
14117,3,0,TTWO,2020-12-18
8043,87,0,FREE,2020-12-18
12526,4,0,RNA,2020-12-18
7788,2,0,FIVN,2020-12-18
8101,12,0,FSLR,2020-12-18
8147,2,0,FTNT,2020-12-18
5000,60,0,BABY,2020-12-18
7716,2,0,FFIV,2020-12-18
12686,4,0,SAAS,2020-12-18
3511,20,0,TQQQ,2020-12-18
8203,10,0,FULL,2020-12-18
12449,14,0,REGN,2020-12-18
442,4,0,CHI,2020-12-18
7678,523,2,FEYE,2020-12-18
4886,3,0,AUPH,2020-12-18
8250,4,0,FUND,2020-12-18
401,7,0,CASH,2020-12-18
3263,4,0,SPWR,2020-12-18
12425,4,0,REGI,2020-12-18
7619,312,0,FCEL,2020-12-18
14045,13788,233,TSLA,2020-12-18
1032,1,0,FULL,2020-12-18
14276,2,0,VA,2020-12-18
12250,1,0,QLYS,2020-12-18
12240,1,0,QDEL,2020-12-18
5281,9,0,BIDU,2020-12-18
2843,11,0,QQQ,2020-12-18
12001,180,0,PLUG,2020-12-18
12802,21,0,SAVE,2020-12-18
970,11,0,FREE,2020-12-18
2829,3,0,QLYS,2020-12-18
9169,3,0,HIMX,2020-12-18
13759,3,0,TINY,2020-12-18
7036,36,0,EBAY,2020-12-18
2801,13,0,QCOM,2020-12-18
11943,13,1,PLAY,2020-12-18
14361,155,0,VIP,2020-12-18
9243,2,0,HTLD,2020-12-18
2760,2,0,QCLN,2020-12-18
6967,2,0,EA,2020-12-18
9266,61,0,IBKR,2020-12-18
5362,1,0,BLDP,2020-12-18
14911,18,0,Z,2020-12-18
9322,370,0,ICLN,2020-12-18
14406,1,0,VRNT,2020-12-18
1439,17,0,ICLN,2020-12-18
3890,2,0,WOOD,2020-12-18
5398,6,0,BLUE,2020-12-18
13658,9,0,TECH,2020-12-18
9404,16,0,III,2020-12-18
618,2,0,EBAY,2020-12-18
11881,24,0,PERI,2020-12-18
9443,12,0,IIVI,2020-12-18
5436,1,0,BMRN,2020-12-18
7084,9,0,EGHT,2020-12-18
1373,3,0,HEAR,2020-12-18
13820,23,0,TOWN,2020-12-18
9067,21,0,HEAR,2020-12-18
8755,3,0,GPRO,2020-12-18
12203,2,0,QCOM,2020-12-18
8796,6,0,GROW,2020-12-18
3718,1,0,ULTA,2020-12-18
13864,4,0,TQQQ,2020-12-18
527,1,0,CTXS,2020-12-18
7227,16,0,ENPH,2020-12-18
5172,4,0,BCRX,2020-12-18
3738,1,0,VA,2020-12-18
12161,3,0,QCLN,2020-12-18
8893,2,0,GWPH,2020-12-18
12150,2,0,PZZA,2020-12-18
8908,6,0,HA,2020-12-18
12145,2,0,PTX,2020-12-18
13629,0,0,TBIO,2020-12-18
14321,3,0,VBLT,2020-12-18
8955,5,0,HALO,2020-12-18
46,13,0,AMD,2020-12-18
1328,10,0,HAS,2020-12-18
8975,45,0,HAS,2020-12-18
3753,9,0,VIA,2020-12-18
7161,11,0,ELSE,2020-12-18
2931,4,0,REGN,2020-12-18
545,114,3,DASH,2020-12-18
3771,3,0,VRNS,2020-12-18
14322,2,0,VCEL,2020-12-18
9035,2,0,HCAC,2020-12-18
3773,12,0,VRTX,2020-12-18
2903,2,0,RAVN,2020-12-18
7110,1326,2,ELON,2020-12-18
12141,1,0,PTNR,2020-12-18
2917,0,0,REGI,2020-12-18
9471,3,0,IMMU,2020-12-18
8831,1,0,GRVY,2020-12-18
10588,10,0,MARK,2020-12-18
10238,6,0,LOGI,2020-12-18
11228,1,0,NEO,2020-12-18
6177,17,0,CLUB,2020-12-18
13014,2,0,SHIP,2020-12-18
6152,2,0,CLNE,2020-12-18
5595,3,0,CAC,2020-12-18
2072,0,0,MOMO,2020-12-18
11217,2,0,NDAQ,2020-12-18
14818,2,0,WYNN,2020-12-18
11176,25,1,NCLH,2020-12-18
5801,37,0,CASH,2020-12-18
801,13,0,FB,2020-12-18
10163,12,0,LIVE,2020-12-18
13390,26,0,SRNE,2020-12-18
1804,7,0,LOAN,2020-12-18
10740,-4,0,MIND,2020-12-18
10099,49,0,LINE,2020-12-18
10851,6,0,MRVL,2020-12-18
11064,7,0,MVIS,2020-12-18
6512,1,0,CSCO,2020-12-18
11507,101,0,NVDA,2020-12-18
1828,14,0,LONG,2020-12-18
4496,678,1,AMD,2020-12-18
5992,323,0,CFA,2020-12-18
14541,36,0,WBA,2020-12-18
1816,8,0,LOGI,2020-12-18
5850,6,0,CBOE,2020-12-18
6042,1,0,CFO,2020-12-18
2326,5,0,NEWS,2020-12-18
1638,4,0,JD,2020-12-18
10798,2,0,MNST,2020-12-18
13250,35,1,SPLK,2020-12-18
883,1,0,FEYE,2020-12-18
2102,81,0,MSFT,2020-12-18
14643,6,0,WIN,2020-12-18
10425,31,1,LULU,2020-12-18
11324,5,0,NFLX,2020-12-18
5612,3,0,CAKE,2020-12-18
11431,2,0,NTGR,2020-12-18
4219,7,0,ADBE,2020-12-18
10275,14,0,LONG,2020-12-18
11420,8,0,NKTR,2020-12-18
14835,5,0,XIV,2020-12-18
744,1,0,EXPE,2020-12-18
5654,72,2,CALL,2020-12-18
6346,30,0,COOL,2020-12-18
11379,13,0,NICE,2020-12-18
10331,32,0,LOOK,2020-12-18
4193,2,0,ADA,2020-12-18
13188,141,0,SP,2020-12-18
2171,7,0,MU,2020-12-18
12973,5,0,SGMO,2020-12-18
2289,1,0,NEO,2020-12-18
11268,56,0,NEWS,2020-12-18
6235,2,0,CME,2020-12-18
10541,74,0,MARA,2020-12-18
4260,9,0,ADHD,2020-12-18
187,4,0,ATVI,2020-12-18
13290,2,0,SPWR,2020-12-18
10470,8,0,LUNA,2020-12-18
6279,1,0,COB,2020-12-18
11454,21,0,NVAX,2020-12-18
5739,2,0,CAR,2020-12-18
2157,2,0,MTLS,2020-12-18
2267,91,0,NCLH,2020-12-18
13340,25,0,SQQQ,2020-12-18
6409,40,0,COST,2020-12-18
5895,7,0,CDC,2020-12-18
10663,4,0,MELI,2020-12-18
851,2,0,FCEL,2020-12-18
13102,1,0,SKYY,2020-12-18
1933,2,0,LULU,2020-12-18
10930,3,0,MSG,2020-12-18
5977,6,0,CERS,2020-12-18
1871,3,0,LOOK,2020-12-18
10947,0,0,MSTR,2020-12-18
5546,76,0,CA,2020-12-18
104,29,0,AMZN,2020-12-18
14728,13,0,WOOD,2020-12-18
5929,2,0,CDNA,2020-12-18
4083,669,4,AAPL,2020-12-18
2366,7,0,NFLX,2020-12-18
6546,5,0,CSIQ,2020-12-18
10881,283,0,MSFT,2020-12-18
11016,2,0,MU,2020-12-18
12940,2,0,SFM,2020-12-18
10984,2,0,MTLS,2020-12-18
7228,80,0,ENPH,2020-12-19
12856,2,0,SBUX,2020-12-19
12204,1,0,QCOM,2020-12-19
8909,9,0,HA,2020-12-19
6236,5,0,CME,2020-12-19
10542,74,0,MARA,2020-12-19
47,11,0,AMD,2020-12-19
8044,61,0,FREE,2020-12-19
1329,8,0,HAS,2020-12-19
9489,2,0,INO,2020-12-19
7189,-6,0,ENG,2020-12-19
2591,4,0,PENN,2020-12-19
4261,2,0,ADHD,2020-12-19
6646,2,0,CYBR,2020-12-19
631,-1,0,ELON,2020-12-19
546,30,0,DASH,2020-12-19
12917,1,0,SCTY,2020-12-19
10882,40,0,MSFT,2020-12-19
8148,1,0,FTNT,2020-12-19
11794,2,0,PAYX,2020-12-19
4156,2,0,ACAT,2020-12-19
1311,2,0,GRVY,2020-12-19
9536,97,0,INTC,2020-12-19
10239,7,0,LOGI,2020-12-19
11229,1,0,NEO,2020-12-19
13865,3,0,TQQQ,2020-12-19
8102,4,0,FSLR,2020-12-19
5966,6,0,CENX,2020-12-19
4497,594,2,AMD,2020-12-19
5896,26,0,CDC,2020-12-19
5173,12,0,BCRX,2020-12-19
6771,10,0,DAX,2020-12-19
2290,1,0,NEO,2020-12-19
14729,9,0,WOOD,2020-12-19
6410,15,0,COST,2020-12-19
8863,3,0,GT,2020-12-19
2103,64,0,MSFT,2020-12-19
12162,4,0,QCLN,2020-12-19
11269,79,1,NEWS,2020-12-19
4667,23,0,ANY,2020-12-19
884,0,0,FEYE,2020-12-19
13251,7,0,SPLK,2020-12-19
9055,2,0,HDS,2020-12-19
12093,2,0,POPE,2020-12-19
6383,1,0,CORE,2020-12-19
7996,-1,0,FOX,2020-12-19
2830,1,0,QLYS,2020-12-19
5399,30,0,BLUE,2020-12-19
11325,11,0,NFLX,2020-12-19
13659,10,0,TECH,2020-12-19
2827,2,0,QDEL,2020-12-19
7037,3,0,EBAY,2020-12-19
4220,4,0,ADBE,2020-12-19
4606,115,0,AMZN,2020-12-19
10013,2,0,LAND,2020-12-19
14407,2,0,VRNT,2020-12-19
4552,60,0,AMRN,2020-12-19
11944,6,0,PLAY,2020-12-19
9323,108,0,ICLN,2020-12-19
14912,8,0,Z,2020-12-19
5655,28,0,CALL,2020-12-19
7928,74,0,FORD,2020-12-19
2761,4,0,QCLN,2020-12-19
9267,9,0,IBKR,2020-12-19
10332,14,0,LOOK,2020-12-19
10426,15,0,LULU,2020-12-19
1905,5,0,LPSN,2020-12-19
9405,12,0,III,2020-12-19
14143,1,0,TVIX,2020-12-19
12527,1,0,RNA,2020-12-19
11831,4,0,PENN,2020-12-19
14542,4,0,WBA,2020-12-19
6280,1,0,COB,2020-12-19
12052,12,0,PLUS,2020-12-19
6302,2,0,COCO,2020-12-19
10931,1,0,MSG,2020-12-19
9068,13,0,HEAR,2020-12-19
2673,18,0,PLUG,2020-12-19
4746,8,0,ARWR,2020-12-19
13341,17,0,SQQQ,2020-12-19
4924,3,0,AVGO,2020-12-19
9929,3,0,KONA,2020-12-19
12842,4,0,SBRA,2020-12-19
9116,29,0,HERO,2020-12-19
4084,161,0,AAPL,2020-12-19
10276,16,0,LONG,2020-12-19
6332,0,0,COLM,2020-12-19
322,4,0,BNB,2020-12-19
5282,2,0,BIDU,2020-12-19
2844,4,0,QQQ,2020-12-19
12002,24,0,PLUG,2020-12-19
5001,29,0,BABY,2020-12-19
2751,5,0,PTC,2020-12-19
5155,2,0,BCH,2020-12-19
5993,8,0,CFA,2020-12-19
14204,2,0,UAE,2020-12-19
7564,130,0,FB,2020-12-19
9706,2,0,JACK,2020-12-19
14277,5,0,VA,2020-12-19
8437,2,0,GILD,2020-12-19
14702,2,0,WIX,2020-12-19
2462,15,0,NVDA,2020-12-19
8331,8,0,GAME,2020-12-19
3512,28,0,TQQQ,2020-12-19
6689,261,0,DASH,2020-12-19
1209,2,0,GOOG,2020-12-19
1639,2,0,JD,2020-12-19
11621,2,0,OLED,2020-12-19
1524,18,0,INTC,2020-12-19
11106,14,0,NAME,2020-12-19
3615,172,0,TSLA,2020-12-19
14472,2,0,WATT,2020-12-19
165,56,0,ARWR,2020-12-19
13984,1,0,TRUE,2020-12-19
13523,5,0,STLD,2020-12-19
11722,2,0,OTTR,2020-12-19
13189,55,0,SP,2020-12-19
7620,17,0,FCEL,2020-12-19
12426,1,0,REGI,2020-12-19
4025,17,0,AAL,2020-12-19
11508,5,0,NVDA,2020-12-19
4375,2,0,AKAM,2020-12-19
14046,4194,8,TSLA,2020-12-19
9775,2,0,JD,2020-12-19
1971,3,0,MARA,2020-12-19
7679,356,1,FEYE,2020-12-19
11683,1,0,OSTK,2020-12-19
3243,8,0,SPLK,2020-12-19
14984,2,0,ZNGA,2020-12-19
6513,12,0,CSCO,2020-12-19
5547,59,0,CA,2020-12-19
5526,2,0,BV,2020-12-19
1829,14,0,LONG,2020-12-19
8204,43,2,FULL,2020-12-19
14184,14,0,TYPE,2020-12-19
2367,2,0,NFLX,2020-12-19
5851,1,0,CBOE,2020-12-19
5109,33,0,BBC,2020-12-19
1259,4,0,GOOGL,2020-12-19
8603,81,0,GOOD,2020-12-19
802,2,0,FB,2020-12-19
12251,4,0,QLYS,2020-12-19
4321,9,0,ADSK,2020-12-19
10664,2,0,MELI,2020-12-19
1015,-1,0,FTNT,2020-12-19
105,17,0,AMZN,2020-12-19
4843,25,0,ATVI,2020-12-19
1574,5,0,INTU,2020-12-19
12472,14,0,RENT,2020-12-19
8659,7,0,GOOG,2020-12-19
8551,8,0,GOLD,2020-12-19
10702,3,0,MGNX,2020-12-19
12264,86,1,QQQ,2020-12-19
12803,44,0,SAVE,2020-12-20
2802,4,0,QCOM,2020-12-20
4221,10,0,ADBE,2020-12-20
5321,2,0,BIIB,2020-12-20
6178,12,0,CLUB,2020-12-20
8205,-2,0,FULL,2020-12-20
7038,12,0,EBAY,2020-12-20
10427,10,0,LULU,2020-12-20
3831,2,0,WDC,2020-12-20
7997,2,0,FOX,2020-12-20
20,38,0,ADBE,2020-12-20
11326,2,0,NFLX,2020-12-20
10883,89,0,MSFT,2020-12-20
1830,2,0,LONG,2020-12-20
7229,1,0,ENPH,2020-12-20
10665,3,0,MELI,2020-12-20
8103,2,0,FSLR,2020-12-20
9170,6,0,HIMX,2020-12-20
9268,4,0,IBKR,2020-12-20
11270,42,0,NEWS,2020-12-20
10852,6,0,MRVL,2020-12-20
11017,10,0,MU,2020-12-20
13190,43,0,SP,2020-12-20
3427,2,0,TECH,2020-12-20
10333,-2,0,LOOK,2020-12-20
8251,22,0,FUND,2020-12-20
4408,2,0,ALOT,2020-12-20
2762,15,0,QCLN,2020-12-20
6968,4,0,EA,2020-12-20
12612,2,0,ROLL,2020-12-20
14630,2,0,WIFI,2020-12-20
7621,44,0,FCEL,2020-12-20
595,2,0,DISH,2020-12-20
14278,1,0,VA,2020-12-20
3264,2,0,SPWR,2020-12-20
5656,8,0,CALL,2020-12-20
7929,1,0,FORD,2020-12-20
10382,2,0,LRCX,2020-12-20
14819,0,0,WYNN,2020-12-20
10397,6,0,LTC,2020-12-20
5110,25,2,BBC,2020-12-20
11945,-4,0,PLAY,2020-12-20
13731,2,0,THST,2020-12-20
14047,6407,10,TSLA,2020-12-20
12003,26,0,PLUG,2020-12-20
11177,4,0,NCLH,2020-12-20
1923,2,0,LTC,2020-12-20
13866,56,0,TQQQ,2020-12-20
8332,1,0,GAME,2020-12-20
2845,39,0,QQQ,2020-12-20
12528,8,0,RNA,2020-12-20
5235,2,0,BEAT,2020-12-20
12713,2,0,SABR,2020-12-20
8487,-6,0,GLAD,2020-12-20
885,0,0,FEYE,2020-12-20
1934,13,0,LULU,2020-12-20
12735,-8,0,SAGE,2020-12-20
547,6,0,DASH,2020-12-20
2104,98,0,MSFT,2020-12-20
1210,16,0,GOOG,2020-12-20
14144,3,0,TVIX,2020-12-20
8604,19,0,GOOD,2020-12-20
4262,11,0,ADHD,2020-12-20
8976,135,0,HAS,2020-12-20
48,6,0,AMD,2020-12-20
4498,165,0,AMD,2020-12-20
3616,221,2,TSLA,2020-12-20
13985,16,0,TRUE,2020-12-20
8552,2,0,GOLD,2020-12-20
10543,19,0,MARA,2020-12-20
4844,4,0,ATVI,2020-12-20
8910,9,0,HA,2020-12-20
1805,2,0,LOAN,2020-12-20
8045,35,0,FREE,2020-12-20
7498,5,0,FAST,2020-12-20
7111,56,0,ELON,2020-12-20
7440,1,0,FANG,2020-12-20
13821,38,0,TOWN,2020-12-20
8660,57,0,GOOG,2020-12-20
3816,2,0,WBA,2020-12-20
2172,4,0,MU,2020-12-20
1170,12,0,GOOD,2020-12-20
5994,2,0,CFA,2020-12-20
9117,4,0,HERO,2020-12-20
12265,337,2,QQQ,2020-12-20
7565,51,0,FB,2020-12-20
5802,10,0,CASH,2020-12-20
1374,2,0,HEAR,2020-12-20
3201,4,0,SODA,2020-12-20
10813,1,0,MOMO,2020-12-20
12376,2,0,RAVE,2020-12-20
6310,2,0,COKE,2020-12-20
14330,7,0,VIA,2020-12-20
12687,2,0,SAAS,2020-12-20
14703,2,0,WIX,2020-12-20
4747,1,0,ARWR,2020-12-20
1053,4,0,FUND,2020-12-20
5852,3,0,CBOE,2020-12-20
3513,3,0,TQQQ,2020-12-20
13252,11,0,SPLK,2020-12-20
5002,19,0,BABY,2020-12-20
12548,2,0,ROBO,2020-12-20
8438,2,0,GILD,2020-12-20
7680,78,0,FEYE,2020-12-20
5897,-1,2,CDC,2020-12-20
5740,7,0,CAR,2020-12-20
14543,79,0,WBA,2020-12-20
6666,2,0,CZR,2020-12-20
1567,1,0,INTL,2020-12-20
6647,1,0,CYBR,2020-12-20
12974,4,0,SGMO,2020-12-20
9864,2,0,KBIO,2020-12-20
4026,74,0,AAL,2020-12-20
3959,55,0,YHOO,2020-12-20
14836,7,0,XIV,2020-12-20
6753,8,0,DAVE,2020-12-20
13391,3,0,SRNE,2020-12-20
9324,94,0,ICLN,2020-12-20
13524,25,0,STLD,2020-12-20
2368,3,0,NFLX,2020-12-20
6690,577,2,DASH,2020-12-20
10277,14,0,LONG,2020-12-20
1440,2,0,ICLN,2020-12-20
9581,2,0,INTL,2020-12-20
6904,4,0,DRIV,2020-12-20
2463,73,0,NVDA,2020-12-20
11751,2,0,PACB,2020-12-20
9848,4,0,JVA,2020-12-20
11882,4,0,PERI,2020-12-20
106,16,0,AMZN,2020-12-20
5449,0,0,BNB,2020-12-20
11684,1,0,OSTK,2020-12-20
6514,4,0,CSCO,2020-12-20
14891,2,0,YNDX,2020-12-20
5466,1,0,BOOM,2020-12-20
9776,24,0,JD,2020-12-20
9707,2,0,JACK,2020-12-20
9406,6,0,III,2020-12-20
2327,3,0,NEWS,2020-12-20
4668,41,0,ANY,2020-12-20
11571,1,0,NWSA,2020-12-20
11574,3,0,NXPI,2020-12-20
13342,3,0,SQQQ,2020-12-20
6772,-2,0,DAX,2020-12-20
2674,37,0,PLUG,2020-12-20
6858,2,0,DLTR,2020-12-20
11509,49,0,NVDA,2020-12-20
11455,15,0,NVAX,2020-12-20
12857,4,0,SBUX,2020-12-20
10164,2,0,LIVE,2020-12-20
11795,4,0,PAYX,2020-12-20
11380,2,0,NICE,2020-12-20
9537,30,0,INTC,2020-12-20
10014,5,0,LAND,2020-12-20
1525,3,0,INTC,2020-12-20
2635,1,0,PLAY,2020-12-20
14913,37,0,Z,2020-12-20
5548,141,0,CA,2020-12-20
4607,271,2,AMZN,2020-12-20
9930,2,0,KONA,2020-12-20
4085,213,1,AAPL,2020-12-20
13660,2,0,TECH,2020-12-20
6411,5,0,COST,2020-12-20
2558,2,0,PACB,2020-12-21
1016,5,0,FTNT,2020-12-21
803,22,0,FB,2020-12-21
7441,25,0,FANG,2020-12-21
11107,1,0,NAME,2020-12-21
10703,2,0,MGNX,2020-12-21
2549,1,0,PAAS,2020-12-21
4328,2,0,ADXS,2020-12-21
13066,1,0,SIRI,2020-12-21
8488,22,0,GLAD,2020-12-21
1526,25,0,INTC,2020-12-21
10741,85,2,MIND,2020-12-21
4002,7,0,ZNGA,2020-12-21
9662,40,0,ISIS,2020-12-21
13986,3,0,TRUE,2020-12-21
7499,-10,0,FAST,2020-12-21
9656,1,0,ISIL,2020-12-21
1211,2,0,GOOG,2020-12-21
3617,666,1,TSLA,2020-12-21
4845,21,0,ATVI,2020-12-21
13392,28,0,SRNE,2020-12-21
6691,611,0,DASH,2020-12-21
8553,33,1,GOLD,2020-12-21
3135,59,1,SGMO,2020-12-21
6043,37,0,CFO,2020-12-21
12319,24,0,QYLD,2020-12-21
9269,12,0,IBKR,2020-12-21
3976,7,0,Z,2020-12-21
10213,5,0,LOAN,2020-12-21
14279,5,0,VA,2020-12-21
12205,3,0,QCOM,2020-12-21
5596,9,0,CAC,2020-12-21
8797,3,0,GROW,2020-12-21
10589,1,0,MARK,2020-12-21
7230,21,0,ENPH,2020-12-21
9538,121,0,INTC,2020-12-21
14544,20,0,WBA,2020-12-21
13867,12,0,TQQQ,2020-12-21
12858,10,0,SBUX,2020-12-21
11796,-1,0,PAYX,2020-12-21
995,13,0,FSLR,2020-12-21
6179,6,0,CLUB,2020-12-21
8832,8,0,GRVY,2020-12-21
6773,89,0,DAX,2020-12-21
13253,96,0,SPLK,2020-12-21
11810,1,0,PCH,2020-12-21
12163,2,0,QCLN,2020-12-21
13015,0,0,SHIP,2020-12-21
12241,4,0,QDEL,2020-12-21
279,6,0,BDE,2020-12-21
7361,0,0,EXAS,2020-12-21
8605,49,0,GOOD,2020-12-21
11142,4,0,NANO,2020-12-21
5803,4,0,CASH,2020-12-21
13965,2,0,TRNX,2020-12-21
9617,10,0,IRBT,2020-12-21
12266,178,2,QQQ,2020-12-21
10165,2,0,LIVE,2020-12-21
12346,0,0,RAIL,2020-12-21
3085,2,0,SBUX,2020-12-21
12736,2,0,SAGE,2020-12-21
11752,42,0,PACB,2020-12-21
6105,5,0,CHEF,2020-12-21
8661,13,0,GOOG,2020-12-21
7403,12,0,EYES,2020-12-21
6482,1,0,CROX,2020-12-21
14886,7,0,YHOO,2020-12-21
1260,3,0,GOOGL,2020-12-21
9582,1,0,INTL,2020-12-21
11178,14,0,NCLH,2020-12-21
5111,19,0,BBC,2020-12-21
10690,2,0,MEOH,2020-12-21
7540,3,0,FATE,2020-12-21
1171,-8,0,GOOD,2020-12-21
14218,0,0,UFPI,2020-12-21
12912,6,0,SCMP,2020-12-21
8046,41,0,FREE,2020-12-21
4392,10,1,ALGN,2020-12-21
14145,3,0,TVIX,2020-12-21
6648,7,0,CYBR,2020-12-21
852,10,0,FCEL,2020-12-21
7761,2,0,FIVE,2020-12-21
8104,1,0,FSLR,2020-12-21
12679,10,0,RVNC,2020-12-21
3487,8,0,TOWN,2020-12-21
7753,1,0,FITB,2020-12-21
10884,287,0,MSFT,2020-12-21
14496,2,0,WB,2020-12-21
7724,-8,0,FISH,2020-12-21
6547,3,0,CSIQ,2020-12-21
7721,0,0,FGEN,2020-12-21
11018,26,0,MU,2020-12-21
12473,8,0,RENT,2020-12-21
402,6,0,CASH,2020-12-21
9910,2,0,KIRK,2020-12-21
1101,1,0,GENE,2020-12-21
12529,12,0,RNA,2020-12-21
4086,2926,2,AAPL,2020-12-21
3428,-11,0,TECH,2020-12-21
2406,1,0,NICE,2020-12-21
4409,7,0,ALOT,2020-12-21
3,54,1,AAPL,2020-12-21
10985,1,0,MTLS,2020-12-21
6589,3,0,CTAS,2020-12-21
7894,4,0,FLWS,2020-12-21
12652,-2,0,RP,2020-12-21
13139,4,0,SNPS,2020-12-21
5898,8,0,CDC,2020-12-21
4945,28,0,AWAY,2020-12-21
1081,7,0,GAME,2020-12-21
14730,40,0,WOOD,2020-12-21
7853,6,0,FLEX,2020-12-21
1872,4,0,LOOK,2020-12-21
9951,6,0,KPTI,2020-12-21
10015,2,0,LAND,2020-12-21
7820,20,0,FLAT,2020-12-21
10948,4,0,MSTR,2020-12-21
4608,336,0,AMZN,2020-12-21
12570,6,0,ROCK,2020-12-21
2369,0,0,NFLX,2020-12-21
107,58,0,AMZN,2020-12-21
5003,188,2,BABY,2020-12-21
5549,206,0,CA,2020-12-21
1972,5,0,MARA,2020-12-21
1628,1,0,JBLU,2020-12-21
13525,49,0,STLD,2020-12-21
11726,1,0,PAAS,2020-12-21
5467,17,1,BOOM,2020-12-21
3219,8,0,SP,2020-12-21
5995,41,0,CFA,2020-12-21
3939,4,0,XLNX,2020-12-21
12394,2,0,RAVN,2020-12-21
7566,82,0,FB,2020-12-21
8379,1,0,GENE,2020-12-21
4350,1,0,AGIO,2020-12-21
389,16,0,CAR,2020-12-21
461,2,0,CME,2020-12-21
5853,7,0,CBOE,2020-12-21
14704,6,0,WIX,2020-12-21
14473,2,0,WATT,2020-12-21
934,0,0,FORD,2020-12-21
8439,4,0,GILD,2020-12-21
5058,38,0,BBBY,2020-12-21
14871,3,0,XLNX,2020-12-21
9754,4,0,JBLU,2020-12-21
3244,20,0,SPLK,2020-12-21
1935,1,0,LULU,2020-12-21
3514,26,0,TQQQ,2020-12-21
3302,12,0,SQQQ,2020-12-21
12450,3,0,REGN,2020-12-21
2464,32,0,NVDA,2020-12-21
7681,240,0,FEYE,2020-12-21
6667,4,0,CZR,2020-12-21
6515,9,0,CSCO,2020-12-21
11510,51,0,NVDA,2020-12-21
1831,40,0,LONG,2020-12-21
8252,5,0,FUND,2020-12-21
12427,2,0,REGI,2020-12-21
14048,4342,8,TSLA,2020-12-21
7622,19,0,FCEL,2020-12-21
3549,7,0,TREE,2020-12-21
4027,214,1,AAL,2020-12-21
14985,1,0,ZNGA,2020-12-21
10100,13,0,LINE,2020-12-21
9777,14,0,JD,2020-12-21
10853,7,0,MRVL,2020-12-21
13191,54,0,SP,2020-12-21
2105,123,1,MSFT,2020-12-21
11587,1,0,NYMT,2020-12-21
325,5,0,BOOM,2020-12-21
5202,103,0,BDE,2020-12-21
7075,1,0,EDUC,2020-12-21
5400,12,0,BLUE,2020-12-21
3923,3,0,WYNN,2020-12-21
5741,19,0,CAR,2020-12-21
10505,15,0,MAR,2020-12-21
5283,15,0,BIDU,2020-12-21
548,45,1,DASH,2020-12-21
9146,3,0,HILL,2020-12-21
6412,35,0,COST,2020-12-21
4170,2,0,ACHC,2020-12-21
9387,2,0,IDXX,2020-12-21
11327,4,0,NFLX,2020-12-21
5702,10,0,CALM,2020-12-21
7039,38,0,EBAY,2020-12-21
2932,2,0,REGN,2020-12-21
13760,17,0,TINY,2020-12-21
4222,1,0,ADBE,2020-12-21
4263,26,0,ADHD,2020-12-21
1441,20,0,ICLN,2020-12-21
11946,3,0,PLAY,2020-12-21
9325,331,0,ICLN,2020-12-21
9207,2,0,HMNY,2020-12-21
8977,94,0,HAS,2020-12-21
9490,2,0,INO,2020-12-21
886,10,0,FEYE,2020-12-21
13343,9,0,SQQQ,2020-12-21
9047,1,0,HCACW,2020-12-21
10428,13,0,LULU,2020-12-21
2675,15,0,PLUG,2020-12-21
2158,1,0,MTLS,2020-12-21
9069,3,0,HEAR,2020-12-21
14644,29,0,WIN,2020-12-21
5437,1,0,BMRN,2020-12-21
2268,1,0,NCLH,2020-12-21
6874,4,0,DNKN,2020-12-21
1375,5,0,HEAR,2020-12-21
6883,12,0,DORM,2020-12-21
13822,1,0,TOWN,2020-12-21
9118,1,0,HERO,2020-12-21
13291,2,0,SPWR,2020-12-21
14387,2,0,VIVO,2020-12-21
9444,0,0,IIVI,2020-12-21
2173,2,0,MU,2020-12-21
10278,9,0,LONG,2020-12-21
7112,33,0,ELON,2020-12-21
11883,10,0,PERI,2020-12-21
9452,2,0,ILMN,2020-12-21
2846,18,0,QQQ,2020-12-21
12975,20,0,SGMO,2020-12-21
763,-1,0,FANG,2020-12-21
12004,123,0,PLUG,2020-12-21
6905,2,0,DRIV,2020-12-21
11832,15,0,PENN,2020-12-21
11456,11,0,NVAX,2020-12-21
6281,5,0,COB,2020-12-21
5657,75,1,CALL,2020-12-21
14331,8,0,VIA,2020-12-21
