,score,awards,symbol,date
3607,177,0,TSLA,2020-12-11
4993,70,0,BABY,2020-12-11
12684,2,0,SAAS,2020-12-11
12471,1,0,RENT,2020-12-11
4882,3,0,AUPH,2020-12-11
12446,5,0,REGN,2020-12-11
14270,36,2,VA,2020-12-11
5052,1,0,BBBY,2020-12-11
5101,29,0,BBC,2020-12-11
1165,9,0,GOOD,2020-12-11
5166,32,0,BCRX,2020-12-11
4803,11,0,ATAI,2020-12-11
12092,-2,0,POPE,2020-12-11
5196,15,0,BDE,2020-12-11
14113,1,0,TTWO,2020-12-11
1517,8,0,INTC,2020-12-11
11743,12,0,PACB,2020-12-11
4659,4,2,ANY,2020-12-11
14904,47,0,Z,2020-12-11
11615,3,0,OLED,2020-12-11
8166,3,0,FUEL,2020-12-11
8196,8,0,FULL,2020-12-11
12931,1,0,SEMI,2020-12-11
11567,6,0,NWS,2020-12-11
5445,30,0,BNB,2020-12-11
14885,1,0,YHOO,2020-12-11
1625,4,0,JBLU,2020-12-11
11500,79,1,NVDA,2020-12-11
3298,10,0,SQQQ,2020-12-11
8036,-11,0,FREE,2020-12-11
7103,10,0,ELON,2020-12-11
3380,2,0,STMP,2020-12-11
12848,6,0,SBUX,2020-12-11
3505,1,0,TQQQ,2020-12-11
12795,5,0,SAVE,2020-12-11
1364,12,0,HCAC,2020-12-11
1366,1,0,HCACU,2020-12-11
1372,1,0,HEAR,2020-12-11
11994,17,0,PLUG,2020-12-11
966,1,0,FREE,2020-12-11
5270,1,0,BIB,2020-12-11
11936,-2,0,PLAY,2020-12-11
3735,2,0,VA,2020-12-11
5275,2,0,BIDU,2020-12-11
4724,1,0,ARRY,2020-12-11
12841,1,0,SBNY,2020-12-11
7221,7,0,ENPH,2020-12-11
7956,7,1,FORM,2020-12-11
11876,15,0,PERI,2020-12-11
5889,44,0,CDC,2020-12-11
9379,2,0,IDCC,2020-12-11
2322,9,0,NEWS,2020-12-11
10156,1,0,LIVE,2020-12-11
10093,13,0,LINE,2020-12-11
9045,1,0,HCACW,2020-12-11
2902,4,0,RAVN,2020-12-11
13453,2,0,SSB,2020-12-11
6341,3,0,COOL,2020-12-11
13857,14,0,TQQQ,2020-12-11
13480,1,0,STEM,2020-12-11
10009,2,0,LAND,2020-12-11
3969,9,0,Z,2020-12-11
4212,12,0,ADBE,2020-12-11
14624,0,0,WERN,2020-12-11
9052,1,0,HDS,2020-12-11
2893,2,0,RAIL,2020-12-11
9110,2,0,HERO,2020-12-11
10734,15,0,MIND,2020-12-11
6379,4,0,CORE,2020-12-11
9030,199,0,HCAC,2020-12-11
8968,12,0,HAS,2020-12-11
2230,1,0,MYGN,2020-12-11
10324,12,0,LOOK,2020-12-11
8902,3,0,HA,2020-12-11
6798,1,0,DCIX,2020-12-11
6232,2,0,CME,2020-12-11
2261,8,0,NCLH,2020-12-11
10268,6,0,LONG,2020-12-11
538,5,0,DASH,2020-12-11
185,3,0,ATVI,2020-12-11
6274,1,0,COB,2020-12-11
2285,2,0,NEO,2020-12-11
10233,2,0,LOGI,2020-12-11
4253,2,0,ADHD,2020-12-11
13386,6,0,SRNE,2020-12-11
6765,6,0,DAX,2020-12-11
6308,4,0,COKE,2020-12-11
14681,2,0,WIRE,2020-12-11
2454,24,0,NVDA,2020-12-11
2836,5,0,QQQ,2020-12-11
2632,11,0,PLAY,2020-12-11
9483,2,0,INO,2020-12-11
9479,3,0,INFN,2020-12-11
4076,364,0,AAPL,2020-12-11
13624,6,0,TAXI,2020-12-11
13631,2,0,TEAR,2020-12-11
9259,35,0,IBKR,2020-12-11
2667,1,0,PLUG,2020-12-11
6509,4,0,CSCO,2020-12-11
9439,1,0,IIVI,2020-12-11
13653,9,0,TECH,2020-12-11
6542,3,0,CSIQ,2020-12-11
9397,28,0,III,2020-12-11
9315,86,0,ICLN,2020-12-11
14534,18,0,WBA,2020-12-11
6477,5,0,CROX,2020-12-11
4938,12,0,AWAY,2020-12-11
13711,2,0,TGTX,2020-12-11
9528,5,0,INTC,2020-12-11
13515,36,0,STLD,2020-12-11
9821,4,0,JOBS,2020-12-11
6681,302,0,DASH,2020-12-11
9768,16,0,JD,2020-12-11
9749,2,0,JBLU,2020-12-11
13793,2,0,TOPS,2020-12-11
6403,12,0,COST,2020-12-11
14488,2,0,WB,2020-12-11
223,2,0,BABY,2020-12-11
9612,1,0,IRBT,2020-12-11
9202,2,0,HMNY,2020-12-11
2585,1,0,PENN,2020-12-11
13758,3,0,TINY,2020-12-11
4017,268,0,AAL,2020-12-11
13557,1,0,STMP,2020-12-11
4155,3,0,ACAT,2020-12-11
13333,93,0,SQQQ,2020-12-11
14404,4,0,VRNS,2020-12-11
2148,5,0,MSTR,2020-12-11
3919,3,0,WYNN,2020-12-11
10418,54,0,LULU,2020-12-11
10659,5,0,MELI,2020-12-11
13936,4,0,TRIP,2020-12-11
794,6,0,FB,2020-12-11
2167,2,0,MU,2020-12-11
4309,12,0,ADP,2020-12-11
8794,10,0,GROW,2020-12-11
8825,7,0,GRVY,2020-12-11
10534,5,0,MARA,2020-12-11
2068,1,0,MNST,2020-12-11
5986,3,0,CFA,2020-12-11
6036,12,0,CFO,2020-12-11
8705,16,0,GOOGL,2020-12-11
14722,7,0,WOOD,2020-12-11
13243,9,0,SPLK,2020-12-11
2082,12,0,MRVL,2020-12-11
2033,21,0,MELI,2020-12-11
3046,3,0,SAVE,2020-12-11
8783,2,0,GRID,2020-12-11
8596,73,0,GOOD,2020-12-11
10380,1,0,LRCX,2020-12-11
4402,2,0,ALOT,2020-12-11
8651,21,0,GOOG,2020-12-11
3002,8,0,ROST,2020-12-11
10396,2,0,LTC,2020-12-11
6814,1,0,DISCA,2020-12-11
13287,2,0,SPWR,2020-12-11
14698,2,0,WIX,2020-12-11
2095,23,0,MSFT,2020-12-11
9769,0,0,JD,2020-12-12
2837,23,0,QQQ,2020-12-12
10535,10,0,MARA,2020-12-12
6958,4,1,DXM,2020-12-12
6404,21,0,COST,2020-12-12
9822,-18,0,JOBS,2020-12-12
7298,2,0,ERIC,2020-12-12
2096,15,0,MSFT,2020-12-12
7339,10,0,ETC,2020-12-12
2455,16,0,NVDA,2020-12-12
5987,2,0,CFA,2020-12-12
10942,3,0,MSTR,2020-12-12
3506,-5,0,TQQQ,2020-12-12
7613,12,0,FCEL,2020-12-12
7672,4,0,FEYE,2020-12-12
10587,0,0,MARK,2020-12-12
8525,2,0,GOGO,2020-12-12
12118,2,0,PSCM,2020-12-12
12257,23,0,QQQ,2020-12-12
9750,1,0,JBLU,2020-12-12
6380,8,0,CORE,2020-12-12
7378,13,0,EXEL,2020-12-12
8544,10,1,GOLD,2020-12-12
12197,2,0,QCOM,2020-12-12
9316,25,0,ICLN,2020-12-12
1254,12,0,GOOGL,2020-12-12
11262,42,1,NEWS,2020-12-12
7557,65,2,FB,2020-12-12
2034,-2,0,MELI,2020-12-12
4994,25,0,BABY,2020-12-12
10845,4,0,MRVL,2020-12-12
4389,2,0,ALGN,2020-12-12
8652,4,0,GOOG,2020-12-12
3608,67,0,TSLA,2020-12-12
4077,182,2,AAPL,2020-12-12
4432,7,0,ALXN,2020-12-12
12494,1,0,RICK,2020-12-12
12521,12,0,RNA,2020-12-12
10810,4,0,MOMO,2020-12-12
9398,17,0,III,2020-12-12
7435,1,0,FANG,2020-12-12
5890,49,0,CDC,2020-12-12
9260,54,0,IBKR,2020-12-12
5847,2,0,CBOE,2020-12-12
3888,7,0,WOOD,2020-12-12
7539,4,0,FATE,2020-12-12
12340,25,0,RAIL,2020-12-12
1203,6,0,GOOG,2020-12-12
2586,1,0,PENN,2020-12-12
6870,10,0,DNKN,2020-12-12
4836,3,0,ATVI,2020-12-12
4018,120,0,AAL,2020-12-12
9529,2,0,INTC,2020-12-12
12387,11,0,RAVN,2020-12-12
5102,18,0,BBC,2020-12-12
9245,0,0,HZNP,2020-12-12
1929,7,0,LULU,2020-12-12
10875,50,0,MSFT,2020-12-12
5053,10,0,BBBY,2020-12-12
3081,11,0,SBUX,2020-12-12
9484,1,0,INO,2020-12-12
12316,6,0,QYLD,2020-12-12
9062,-6,0,HEAR,2020-12-12
3970,7,0,Z,2020-12-12
8508,2,0,GLUU,2020-12-12
5446,3,0,BNB,2020-12-12
3830,2,0,WDC,2020-12-12
11501,69,0,NVDA,2020-12-12
11214,0,0,NDAQ,2020-12-12
3299,13,0,SQQQ,2020-12-12
8197,30,0,FULL,2020-12-12
8903,10,0,HA,2020-12-12
11227,1,0,NEO,2020-12-12
11171,28,0,NCLH,2020-12-12
10234,4,0,LOGI,2020-12-12
10419,30,0,LULU,2020-12-12
4254,4,0,ADHD,2020-12-12
2168,6,0,MU,2020-12-12
3010,6,0,SABR,2020-12-12
8969,80,0,HAS,2020-12-12
11678,2,0,OSTK,2020-12-12
2286,1,0,NEO,2020-12-12
7104,7,0,ELON,2020-12-12
10269,19,0,LONG,2020-12-12
2262,25,0,NCLH,2020-12-12
5540,128,0,CA,2020-12-12
6133,4,0,CHTR,2020-12-12
4599,129,1,AMZN,2020-12-12
1720,7,0,LAND,2020-12-12
11318,22,0,NFLX,2020-12-12
10381,6,0,LRCX,2020-12-12
3239,2,0,SPLK,2020-12-12
7080,4,0,EGHT,2020-12-12
10325,14,0,LOOK,2020-12-12
11373,3,0,NICE,2020-12-12
8826,2,0,GRVY,2020-12-12
11437,1,0,NUAN,2020-12-12
3814,8,0,WBA,2020-12-12
3807,7,0,WB,2020-12-12
1757,1,0,LINE,2020-12-12
11448,48,0,NVAX,2020-12-12
5460,2,0,BOOM,2020-12-12
4660,10,0,ANY,2020-12-12
6682,229,0,DASH,2020-12-12
7156,4,0,ELSE,2020-12-12
11744,4,0,PACB,2020-12-12
5276,8,0,BIDU,2020-12-12
8795,1,0,GROW,2020-12-12
1420,2,0,HZNP,2020-12-12
11010,7,0,MU,2020-12-12
7222,2,0,ENPH,2020-12-12
7814,6,0,FLAT,2020-12-12
8751,1,0,GPRO,2020-12-12
1824,6,0,LONG,2020-12-12
11937,6,0,PLAY,2020-12-12
7791,3,0,FIZZ,2020-12-12
3471,12,0,TNDM,2020-12-12
11995,11,0,PLUG,2020-12-12
4490,147,0,AMD,2020-12-12
7757,2,0,FIVE,2020-12-12
2436,1,0,NVAX,2020-12-12
5197,4,0,BDE,2020-12-12
3714,3,0,ULTA,2020-12-12
1434,22,0,ICLN,2020-12-12
4213,2,0,ADBE,2020-12-12
11877,1,0,PERI,2020-12-12
1518,1,0,INTC,2020-12-12
2323,10,0,NEWS,2020-12-12
10157,7,0,LIVE,2020-12-12
3752,6,0,VIA,2020-12-12
1501,2,0,IMMU,2020-12-12
5393,5,0,BLUE,2020-12-12
8037,9,0,FREE,2020-12-12
9031,32,0,HCAC,2020-12-12
10094,2,0,LINE,2020-12-12
8028,2,0,FRED,2020-12-12
7993,2,0,FOX,2020-12-12
5648,2,0,CALL,2020-12-12
3920,6,0,WYNN,2020-12-12
8431,2,0,GILD,2020-12-12
2362,1,0,NFLX,2020-12-12
3191,12,0,SLP,2020-12-12
10010,1,0,LAND,2020-12-12
6037,3,0,CFO,2020-12-12
10735,12,0,MIND,2020-12-12
4939,3,0,AWAY,2020-12-12
14768,5,0,WOOF,2020-12-12
539,8,0,DASH,2020-12-12
13858,7,0,TQQQ,2020-12-12
14834,2,0,XIV,2020-12-12
14357,6,0,VIP,2020-12-12
13334,9,0,SQQQ,2020-12-12
13811,1,0,TOUR,2020-12-12
14489,3,0,WB,2020-12-12
14535,14,0,WBA,2020-12-12
98,14,0,AMZN,2020-12-12
13011,0,0,SHIP,2020-12-12
14977,3,0,ZNGA,2020-12-12
508,1,0,CSCO,2020-12-12
14462,2,0,WASH,2020-12-12
40,12,0,AMD,2020-12-12
13244,9,0,SPLK,2020-12-12
795,16,0,FB,2020-12-12
14271,6,0,VA,2020-12-12
14103,4,0,TTS,2020-12-12
14905,46,0,Z,2020-12-12
13387,2,0,SRNE,2020-12-12
13817,9,0,TOWN,2020-12-12
13182,40,0,SP,2020-12-12
1,4,0,AAPL,2020-12-12
12708,16,0,SABR,2020-12-12
14039,1508,12,TSLA,2020-12-12
13516,2,0,STLD,2020-12-12
12956,5,0,SGEN,2020-12-12
12667,12,0,RPRX,2020-12-12
12849,10,0,SBUX,2020-12-12
14639,2,0,WIN,2020-12-12
14723,32,0,WOOD,2020-12-12
12796,11,0,SAVE,2020-12-12
13063,3,0,SIRI,2020-12-12
14246,1,0,UNFI,2020-12-12
5609,2,0,CAKE,2020-12-13
14226,8,0,ULTA,2020-12-13
7558,50,0,FB,2020-12-13
6085,2,0,CG,2020-12-13
796,2,0,FB,2020-12-13
8432,1,0,GILD,2020-12-13
2263,2,0,NCLH,2020-12-13
14978,4,1,ZNGA,2020-12-13
8653,2,0,GOOG,2020-12-13
12709,12,0,SABR,2020-12-13
14247,2,0,UNFI,2020-12-13
3082,1,0,SBUX,2020-12-13
9261,10,0,IBKR,2020-12-13
11449,14,0,NVAX,2020-12-13
10235,6,0,LOGI,2020-12-13
5103,2,0,BBC,2020-12-13
9317,5,0,ICLN,2020-12-13
4491,97,0,AMD,2020-12-13
14699,1,0,WIX,2020-12-13
9399,6,0,III,2020-12-13
14413,2,0,VRTX,2020-12-13
12850,32,0,SBUX,2020-12-13
12341,6,0,RAIL,2020-12-13
8545,1,0,GOLD,2020-12-13
3889,10,0,WOOD,2020-12-13
13979,1,0,TRUE,2020-12-13
10270,12,0,LONG,2020-12-13
8509,1,0,GLUU,2020-12-13
5394,1,0,BLUE,2020-12-13
5796,14,0,CASH,2020-12-13
4837,5,0,ATVI,2020-12-13
7493,28,0,FAST,2020-12-13
8597,17,0,GOOD,2020-12-13
3609,70,0,TSLA,2020-12-13
12742,-18,0,SALE,2020-12-13
8861,2,0,GT,2020-12-13
10536,4,0,MARA,2020-12-13
10326,-32,0,LOOK,2020-12-13
4255,2,0,ADHD,2020-12-13
13859,34,0,TQQQ,2020-12-13
9111,2,0,HERO,2020-12-13
7105,5,0,ELON,2020-12-13
12797,7,0,SAVE,2020-12-13
11374,2,0,NICE,2020-12-13
2838,6,0,QQQ,2020-12-13
540,4,0,DASH,2020-12-13
4214,0,0,ADBE,2020-12-13
8970,2,0,HAS,2020-12-13
11319,18,0,NFLX,2020-12-13
12049,2,0,PLUS,2020-12-13
14326,3,0,VGLT,2020-12-13
6342,6,0,COOL,2020-12-13
7157,14,0,ELSE,2020-12-13
9032,4,0,HCAC,2020-12-13
10420,3,0,LULU,2020-12-13
4755,16,0,ASML,2020-12-13
5649,35,0,CALL,2020-12-13
4804,2,0,ATAI,2020-12-13
8827,5,0,GRVY,2020-12-13
11215,0,0,NDAQ,2020-12-13
10642,24,0,MEET,2020-12-13
6381,1,0,CORE,2020-12-13
967,6,0,FREE,2020-12-13
11938,1,0,PLAY,2020-12-13
12388,38,0,RAVN,2020-12-13
14272,7,0,VA,2020-12-13
13245,14,0,SPLK,2020-12-13
2799,24,0,QCOM,2020-12-13
13335,5,0,SQQQ,2020-12-13
13916,4,0,TREE,2020-12-13
41,14,0,AMD,2020-12-13
9165,4,0,HIMX,2020-12-13
2097,37,0,MSFT,2020-12-13
5167,6,0,BCRX,2020-12-13
3715,2,0,ULTA,2020-12-13
4550,2,0,AMRN,2020-12-13
11263,30,0,NEWS,2020-12-13
2233,24,0,NAME,2020-12-13
11996,2,0,PLUG,2020-12-13
12198,1,0,QCOM,2020-12-13
12258,58,0,QQQ,2020-12-13
14599,18,0,WEN,2020-12-13
9046,2,0,HCACW,2020-12-13
6766,15,0,DAX,2020-12-13
6683,131,0,DASH,2020-12-13
14138,7,0,TVIX,2020-12-13
12421,21,0,REGI,2020-12-13
12957,4,0,SGEN,2020-12-13
14536,1,0,WBA,2020-12-13
8288,0,0,GAIN,2020-12-13
1519,17,0,INTC,2020-12-13
10846,16,0,MRVL,2020-12-13
7852,1,0,FLEX,2020-12-13
4078,183,0,AAPL,2020-12-13
11011,6,0,MU,2020-12-13
11616,0,0,OLED,2020-12-13
2437,1,0,NVAX,2020-12-13
4995,21,0,BABY,2020-12-13
5988,22,0,CFA,2020-12-13
4661,11,0,ANY,2020-12-13
5447,8,0,BNB,2020-12-13
2404,24,0,NICE,2020-12-13
2433,2,0,NUAN,2020-12-13
12564,2,0,ROCK,2020-12-13
7673,1,0,FEYE,2020-12-13
8038,8,0,FREE,2020-12-13
1825,1,0,LONG,2020-12-13
13481,5,0,STEM,2020-12-13
12668,4,0,RPRX,2020-12-13
14724,2,0,WOOD,2020-12-13
4019,49,0,AAL,2020-12-13
8198,76,0,FULL,2020-12-13
13183,6,0,SP,2020-12-13
4600,100,0,AMZN,2020-12-13
14906,4,0,Z,2020-12-13
13517,6,0,STLD,2020-12-13
4433,7,0,ALXN,2020-12-13
10928,3,0,MSG,2020-12-13
5461,9,0,BOOM,2020-12-13
4403,8,0,ALOT,2020-12-13
167,4,0,ASML,2020-12-13
1566,-3,0,INTL,2020-12-13
8376,10,0,GENE,2020-12-13
13107,2,0,SLM,2020-12-13
11502,14,0,NVDA,2020-12-13
4940,4,0,AWAY,2020-12-13
14040,1123,2,TSLA,2020-12-13
7614,5,0,FCEL,2020-12-13
5541,18,0,CA,2020-12-13
10876,24,0,MSFT,2020-12-13
13597,2,0,TAX,2020-12-13
11745,3,0,PACB,2020-12-13
11568,2,0,NWS,2020-12-13
14490,7,0,WB,2020-12-13
3927,2,0,XIV,2020-12-13
99,0,0,AMZN,2020-12-13
2456,47,0,NVDA,2020-12-13
2633,8,0,PLAY,2020-12-13
6843,4,0,DISH,2020-12-13
9530,8,0,INTC,2020-12-13
5891,48,0,CDC,2020-12-13
10158,2,0,LIVE,2020-12-13
6038,2,0,CFO,2020-12-13
10943,2,0,MSTR,2020-12-13
11746,6,0,PACB,2020-12-14
4079,534,2,AAPL,2020-12-14
11584,2,0,NYMT,2020-12-14
14358,2,0,VIP,2020-12-14
968,1,0,FREE,2020-12-14
6684,195,0,DASH,2020-12-14
9145,-4,0,HILL,2020-12-14
6615,2,0,CTXS,2020-12-14
11997,27,0,PLUG,2020-12-14
12958,3,0,SGEN,2020-12-14
5650,27,0,CALL,2020-12-14
5232,1,0,BEAT,2020-12-14
14640,14,0,WIN,2020-12-14
10391,1,0,LSCC,2020-12-14
9063,9,0,HEAR,2020-12-14
12050,1,0,PLUS,2020-12-14
2457,17,0,NVDA,2020-12-14
4215,9,0,ADBE,2020-12-14
100,95,2,AMZN,2020-12-14
4756,24,0,ASML,2020-12-14
5277,9,0,BIDU,2020-12-14
6343,4,0,COOL,2020-12-14
11617,4,0,OLED,2020-12-14
2438,1,0,NVAX,2020-12-14
12798,15,0,SAVE,2020-12-14
11375,2,0,NICE,2020-12-14
7106,65,0,ELON,2020-12-14
9770,79,0,JD,2020-12-14
13518,67,0,STLD,2020-12-14
9112,4,0,HERO,2020-12-14
10327,1,0,LOOK,2020-12-14
14345,3,0,VIEW,2020-12-14
7081,6,0,EGHT,2020-12-14
4020,169,0,AAL,2020-12-14
9908,0,0,KIRK,2020-12-14
2839,12,1,QQQ,2020-12-14
14491,0,0,WB,2020-12-14
9166,1,0,HIMX,2020-12-14
1520,4,0,INTC,2020-12-14
2234,4,0,NAME,2020-12-14
2363,85,2,NFLX,2020-12-14
13454,4,0,SSB,2020-12-14
13427,4,0,SRPT,2020-12-14
6936,4,0,DTV,2020-12-14
6767,2,0,DAX,2020-12-14
14414,2,0,VRTX,2020-12-14
5395,4,0,BLUE,2020-12-14
10095,47,0,LINE,2020-12-14
608,1,0,EA,2020-12-14
2287,0,0,NEO,2020-12-14
9531,21,0,INTC,2020-12-14
14537,29,0,WBA,2020-12-14
14445,4,0,VTWO,2020-12-14
9400,9,0,III,2020-12-14
1435,6,0,ICLN,2020-12-14
10236,22,0,LOGI,2020-12-14
13654,1,0,TECH,2020-12-14
6891,3,0,DRAM,2020-12-14
11878,1,0,PERI,2020-12-14
12970,3,0,SGMO,2020-12-14
11826,61,0,PENN,2020-12-14
11503,36,0,NVDA,2020-12-14
12851,5,0,SBUX,2020-12-14
9466,1,0,IMI,2020-12-14
4149,1,0,ABCW,2020-12-14
5592,1,0,CAC,2020-12-14
2324,28,0,NEWS,2020-12-14
291,2,0,BIDU,2020-12-14
10159,8,0,LIVE,2020-12-14
14907,20,0,Z,2020-12-14
6478,1,0,CROX,2020-12-14
5319,4,0,BIIB,2020-12-14
4662,3,0,ANY,2020-12-14
9318,110,1,ICLN,2020-12-14
9203,5,0,HMNY,2020-12-14
2533,2,0,OSTK,2020-12-14
13482,1,0,STEM,2020-12-14
13336,6,0,SQQQ,2020-12-14
9659,15,0,ISIS,2020-12-14
11430,2,0,NTCT,2020-12-14
7032,1,0,EBAY,2020-12-14
3999,2,0,ZNGA,2020-12-14
7011,1,0,EARS,2020-12-14
12932,2,0,SEMI,2020-12-14
11939,12,0,PLAY,2020-12-14
6752,1,0,DAVE,2020-12-14
5448,1,0,BNB,2020-12-14
13712,2,0,TGTX,2020-12-14
2587,7,0,PENN,2020-12-14
9250,1,0,IBB,2020-12-14
13699,2,0,TFM,2020-12-14
4601,257,0,AMZN,2020-12-14
9262,2,0,IBKR,2020-12-14
9613,6,0,IRBT,2020-12-14
6405,6,0,COST,2020-12-14
10271,9,0,LONG,2020-12-14
3971,3,0,Z,2020-12-14
273,1,0,BCRX,2020-12-14
2756,2,0,QCLN,2020-12-14
10051,1,0,LE,2020-12-14
10069,1,0,LGND,2020-12-14
11450,20,0,NVAX,2020-12-14
6963,29,0,EA,2020-12-14
2264,10,0,NCLH,2020-12-14
14580,1,0,WDC,2020-12-14
2668,14,0,PLUG,2020-12-14
8904,23,0,HA,2020-12-14
10421,28,0,LULU,2020-12-14
5848,17,0,CBOE,2020-12-14
8377,3,0,GENE,2020-12-14
459,4,0,CMCSA,2020-12-14
7615,25,0,FCEL,2020-12-14
10736,13,0,MIND,2020-12-14
1166,1,0,GOOD,2020-12-14
8326,10,0,GAME,2020-12-14
10710,1,0,MIK,2020-12-14
14041,2761,2,TSLA,2020-12-14
6039,9,0,CFO,2020-12-14
3240,2,0,SPLK,2020-12-14
3556,2,0,TRIP,2020-12-14
10779,8,0,MLHR,2020-12-14
12422,5,0,REGI,2020-12-14
10796,2,0,MNST,2020-12-14
3261,4,0,SPWR,2020-12-14
11102,13,0,NAME,2020-12-14
12389,11,0,RAVN,2020-12-14
12710,11,0,SABR,2020-12-14
7559,82,0,FB,2020-12-14
4838,8,0,ATVI,2020-12-14
10660,2,0,MELI,2020-12-14
7494,8,0,FAST,2020-12-14
13980,1,0,TRUE,2020-12-14
5797,3,0,CASH,2020-12-14
8546,4,0,GOLD,2020-12-14
8510,4,0,GLUU,2020-12-14
11172,23,0,NCLH,2020-12-14
3610,148,0,TSLA,2020-12-14
168,3,0,ASML,2020-12-14
1204,1,0,GOOG,2020-12-14
11165,1,0,NBS,2020-12-14
12342,12,0,RAIL,2020-12-14
9033,17,0,HCAC,2020-12-14
5104,22,0,BBC,2020-12-14
14227,5,0,ULTA,2020-12-14
8433,2,0,GILD,2020-12-14
4351,2,0,AGNC,2020-12-14
8598,6,0,GOOD,2020-12-14
8274,2,0,FV,2020-12-14
14176,10,0,TXN,2020-12-14
13184,44,0,SP,2020-12-14
3381,3,0,STMP,2020-12-14
3385,1,0,SWKS,2020-12-14
12669,18,0,RPRX,2020-12-14
12565,11,0,ROCK,2020-12-14
11012,16,0,MU,2020-12-14
3399,5,0,TAX,2020-12-14
14114,28,0,TTWO,2020-12-14
1909,2,0,LRCX,2020-12-14
7976,9,0,FORTY,2020-12-14
849,4,0,FCEL,2020-12-14
10929,4,0,MSG,2020-12-14
14139,11,0,TVIX,2020-12-14
12610,1,0,ROLL,2020-12-14
4941,0,0,AWAY,2020-12-14
3424,1,0,TECH,2020-12-14
7892,1,0,FLWS,2020-12-14
8039,23,0,FREE,2020-12-14
10877,91,0,MSFT,2020-12-14
7815,11,0,FLAT,2020-12-14
4883,-2,0,AUPH,2020-12-14
8247,2,0,FUND,2020-12-14
7674,13,0,FEYE,2020-12-14
4440,3,0,AMAT,2020-12-14
3300,2,0,SQQQ,2020-12-14
5989,4,0,CFA,2020-12-14
8199,6,0,FULL,2020-12-14
3507,6,0,TQQQ,2020-12-14
14174,2,0,TWOU,2020-12-14
7723,0,0,FISH,2020-12-14
4434,19,0,ALXN,2020-12-14
7758,18,0,FIVE,2020-12-14
10847,3,0,MRVL,2020-12-14
4996,57,0,BABY,2020-12-14
12522,1,0,RNA,2020-12-14
8098,1,0,FSLR,2020-12-14
3360,2,0,STEM,2020-12-14
14181,8,0,TYPE,2020-12-14
14815,1,0,WYNN,2020-12-14
10705,0,0,MIDD,2020-12-14
8828,3,0,GRVY,2020-12-14
10537,18,0,MARA,2020-12-14
6275,6,0,COB,2020-12-14
5168,17,0,BCRX,2020-12-14
6233,3,0,CME,2020-12-14
797,6,0,FB,2020-12-14
12199,30,0,QCOM,2020-12-14
7223,18,0,ENPH,2020-12-14
11264,147,0,NEWS,2020-12-14
2098,25,0,MSFT,2020-12-14
7299,1,0,ERIC,2020-12-14
42,1,0,AMD,2020-12-14
8752,2,0,GPRO,2020-12-14
7359,0,0,EXAS,2020-12-14
3047,2,0,SAVE,2020-12-14
3716,1,0,ULTA,2020-12-14
3736,1,0,VA,2020-12-14
8889,2,0,GTLS,2020-12-14
4256,6,0,ADHD,2020-12-14
5735,1,0,CAR,2020-12-14
5198,1,0,BDE,2020-12-14
7186,1,0,ENDP,2020-12-14
11320,10,0,NFLX,2020-12-14
8971,62,0,HAS,2020-12-14
2169,6,0,MU,2020-12-14
541,87,2,DASH,2020-12-14
1721,5,0,LAND,2020-12-14
1325,2,0,HAS,2020-12-14
4790,1,0,ASTI,2020-12-14
761,1,0,FANG,2020-12-14
8954,1,0,HALO,2020-12-14
12143,1,0,PTX,2020-12-14
339,81,2,CA,2020-12-14
13860,20,0,TQQQ,2020-12-14
13246,24,0,SPLK,2020-12-14
14273,11,0,VA,2020-12-14
5542,16,0,CA,2020-12-14
13970,1,0,TRS,2020-12-14
1255,80,2,GOOGL,2020-12-14
7436,3,0,FANG,2020-12-14
12743,9,0,SALE,2020-12-14
4492,652,0,AMD,2020-12-14
8706,27,0,GOOGL,2020-12-14
14979,9,0,ZNGA,2020-12-14
12259,136,0,QQQ,2020-12-14
8654,24,0,GOOG,2020-12-14
13937,8,0,TRIP,2020-12-14
365,1,0,CALL,2020-12-14
3083,1,0,SBUX,2020-12-14
6120,1,0,CHOP,2020-12-14
1758,4,0,LINE,2020-12-14
10661,6,0,MELI,2020-12-15
10848,7,0,MRVL,2020-12-15
2052,2,0,MIND,2020-12-15
11062,8,0,MVIS,2020-12-15
13483,1,0,STEM,2020-12-15
1930,52,0,LULU,2020-12-15
6276,3,0,COB,2020-12-15
9989,0,0,LAKE,2020-12-15
10878,129,0,MSFT,2020-12-15
4080,1410,2,AAPL,2020-12-15
762,2,0,FANG,2020-12-15
13185,10,0,SP,2020-12-15
13288,3,0,SPWR,2020-12-15
11376,29,0,NICE,2020-12-15
5892,4,0,CDC,2020-12-15
169,1,0,ASML,2020-12-15
10160,12,0,LIVE,2020-12-15
2281,2,0,NDAQ,2020-12-15
2458,28,0,NVDA,2020-12-15
10422,16,0,LULU,2020-12-15
11321,11,0,NFLX,2020-12-15
10944,0,0,MSTR,2020-12-15
1869,8,0,LOOK,2020-12-15
6662,5,0,CZR,2020-12-15
750,1,0,EYES,2020-12-15
10392,2,0,LSCC,2020-12-15
2265,4,0,NCLH,2020-12-15
675,52,0,ENPH,2020-12-15
5610,6,0,CAKE,2020-12-15
11451,20,0,NVAX,2020-12-15
4216,38,0,ADBE,2020-12-15
2439,1,0,NVAX,2020-12-15
798,6,0,FB,2020-12-15
6406,3,0,COST,2020-12-15
